,chromosome,start,stop,gene,score,strand,thickStart,thickEnd,gene_id
14320,chrX,1184733,1184793,CG14626_1,900,+,1184782,1184793,CG14626
14321,chrX,1191359,1191419,CG11380_1,900,+,1191408,1191419,CG11380
14322,chrX,1199476,1199536,CG14625_1,900,+,1199525,1199536,CG14625
14323,chrX,1203764,1203824,CG11381_1,900,+,1203813,1203824,CG11381
14324,chrX,1206686,1206746,CG14624_1,900,+,1206735,1206746,CG14624
14325,chrX,1209898,1209958,CG11382_1,900,+,1209947,1209958,CG11382
14326,chrX,1215140,1215200,CG11398_1,900,-,1215140,1215151,CG11398
14329,chrX,1239870,1239930,CG11403_1,900,-,1239870,1239881,CG11403
14330,chrX,1275282,1275342,Atf3_1,900,-,1275282,1275293,Atf3
14331,chrX,1287913,1287973,CG32812_1,900,+,1287962,1287973,CG32812
14332,chrX,1298396,1298456,CG32811_1,900,-,1298396,1298407,CG32811
14336,chrX,1322461,1322521,fs(1)N_1,900,+,1322510,1322521,fs(1)N
14345,chrX,1353916,1353976,CG12773_1,900,-,1353916,1353927,CG12773
14346,chrX,1353990,1354050,CG11417_1,900,+,1354039,1354050,CG11417
14347,chrX,1357585,1357645,png_1,900,-,1357585,1357596,png
14348,chrX,1369202,1369262,CG14770_1,900,+,1369251,1369262,CG14770
14349,chrX,1370534,1370594,CG3056_1,900,+,1370583,1370594,CG3056
14350,chrX,1375524,1375584,AMPKalpha_1,900,+,1375573,1375584,AMPKalpha
14351,chrX,1380465,1380525,CG3719_1,900,-,1380465,1380476,CG3719
14357,chrX,1393016,1393076,CG11448_1,900,+,1393065,1393076,CG11448
14360,chrX,1452404,1452464,Gr2a_1,900,+,1452453,1452464,Gr2a
14361,chrX,1457059,1457119,CG14785_1,900,-,1457059,1457070,CG14785
14362,chrX,1460656,1460716,CG14786_1,900,-,1460656,1460667,CG14786
14363,chrX,1461659,1461719,CG14787_1,900,-,1461659,1461670,CG14787
14364,chrX,1464198,1464258,Ns3_1,900,-,1464198,1464209,Ns3
14365,chrX,1465982,1466042,O-fut2_1,900,-,1465982,1465993,O-fut2
14368,chrX,1467476,1467536,CG14778_1,900,+,1467525,1467536,CG14778
14369,chrX,1470542,1470602,pck_1,900,+,1470591,1470602,pck
14370,chrX,1470826,1470886,CG14779_1,900,+,1470875,1470886,CG14779
14371,chrX,1472475,1472535,CG14780_1,900,+,1472524,1472535,CG14780
14372,chrX,1476944,1477004,Rab27_1,900,-,1476944,1476955,Rab27
14373,chrX,1477046,1477106,mei-38_1,900,+,1477095,1477106,mei-38
14374,chrX,1478509,1478569,rush_1,900,+,1478558,1478569,rush
14375,chrX,1483277,1483337,RSP4_1,900,-,1483277,1483288,RSP4
14376,chrX,1483383,1483443,inc_1,900,+,1483432,1483443,inc
14377,chrX,1507798,1507858,Nmdar2_1,900,-,1507798,1507809,Nmdar2
14378,chrX,1512790,1512850,CG14795_1,900,-,1512790,1512801,CG14795
14379,chrX,1513025,1513085,CG32810_1,900,+,1513074,1513085,CG32810
14387,chrX,1652271,1652331,CG11509_1,900,+,1652320,1652331,CG11509
14388,chrX,1665036,1665096,dor_1,900,+,1665085,1665096,dor
14389,chrX,1669268,1669328,CG3740_1,900,-,1669268,1669279,CG3740
14390,chrX,1669547,1669607,hfw_1,900,+,1669596,1669607,hfw
14391,chrX,1683131,1683191,CG14797_1,900,+,1683180,1683191,CG14797
14392,chrX,1686577,1686637,b6_1,900,+,1686626,1686637,b6
14395,chrX,1692798,1692858,CG14798_1,900,+,1692847,1692858,CG14798
14396,chrX,1695878,1695938,a6_1,900,-,1695878,1695889,a6
14397,chrX,1710129,1710189,CG3795_1,900,-,1710129,1710140,CG3795
14398,chrX,1754052,1754112,Scgdelta_1,900,-,1754052,1754063,Scgdelta
14401,chrX,1789522,1789582,CG32806_1,900,+,1789571,1789582,CG32806
14402,chrX,1820318,1820378,CG14810_1,900,-,1820318,1820329,CG14810
14403,chrX,1822370,1822430,CG14811_1,900,-,1822370,1822381,CG14811
14410,chrX,1858957,1859017,CG14812_1,900,-,1858957,1858968,CG14812
14411,chrX,1861736,1861796,deltaCOP_1,900,-,1861736,1861747,deltaCOP
14412,chrX,1865709,1865769,CG14814_1,900,-,1865709,1865720,CG14814
14413,chrX,1865860,1865920,MED18_1,900,+,1865909,1865920,MED18
14415,chrX,1868835,1868895,CG14803_1,900,+,1868884,1868895,CG14803
14417,chrX,1873533,1873593,Pgam5_1,900,-,1873533,1873544,Pgam5
14418,chrX,1873840,1873900,VP26_1,900,+,1873889,1873900,VP26
14419,chrX,1877226,1877286,CG14817_1,900,-,1877226,1877237,CG14817
14420,chrX,1877269,1877329,CG14805_1,900,+,1877318,1877329,CG14805
14421,chrX,1879558,1879618,CG14818_1,900,-,1879558,1879569,CG14818
14424,chrX,1889926,1889986,trr_1,900,-,1889926,1889937,trr
14425,chrX,1890211,1890271,mRpL16_1,900,+,1890260,1890271,mRpL16
14432,chrX,1908196,1908256,mip130_1,900,+,1908245,1908256,mip130
14434,chrX,1908850,1908910,Rbcn-3B_1,900,+,1908899,1908910,Rbcn-3B
14435,chrX,1922841,1922901,CG3806_1,900,-,1922841,1922852,CG3806
14436,chrX,1922947,1923007,Ocrl_1,900,+,1922996,1923007,Ocrl
14440,chrX,1940021,1940081,CG3857_1,900,-,1940021,1940032,CG3857
14441,chrX,1940259,1940319,CG3587_1,900,+,1940308,1940319,CG3587
14444,chrX,2009327,2009387,CG4406_1,900,-,2009327,2009338,CG4406
14450,chrX,2041279,2041339,usp_1,900,-,2041279,2041290,usp
14453,chrX,2043818,2043878,CG4325_1,900,-,2043818,2043829,CG4325
14457,chrX,2061904,2061964,Sik2_1,900,-,2061904,2061915,Sik2
14458,chrX,2065105,2065165,CG4281_1,900,-,2065105,2065116,CG4281
14459,chrX,2066346,2066406,CG14054_1,900,-,2066346,2066357,CG14054
14460,chrX,2068547,2068607,CG4194_1,900,+,2068596,2068607,CG4194
14464,chrX,2072383,2072443,CG4061_1,900,+,2072432,2072443,CG4061
14467,chrX,2075889,2075949,CG4045_1,900,-,2075889,2075900,CG4045
14468,chrX,2076918,2076978,CG4025_1,900,+,2076967,2076978,CG4025
14469,chrX,2080390,2080450,CG16903_1,900,-,2080390,2080401,CG16903
14470,chrX,2080575,2080635,CG3981_1,900,+,2080624,2080635,CG3981
14471,chrX,2089313,2089373,Unc-76_1,900,+,2089362,2089373,Unc-76
14483,chrX,2149610,2149670,bcn92_1,900,-,2149610,2149621,bcn92
14488,chrX,2166761,2166821,CG3630_1,900,+,2166810,2166821,CG3630
14489,chrX,2172478,2172538,CG3621_1,900,+,2172527,2172538,CG3621
14490,chrX,2175302,2175362,Cyp4d14_1,900,-,2175302,2175313,Cyp4d14
14493,chrX,2179024,2179084,Cyp4ae1_1,900,+,2179073,2179084,Cyp4ae1
14494,chrX,2181195,2181255,pn_1,900,+,2181244,2181255,pn
14496,chrX,2184644,2184704,Nmd3_1,900,-,2184644,2184655,Nmd3
14498,chrX,2186806,2186866,CG17777_1,900,+,2186855,2186866,CG17777
14499,chrX,2187804,2187864,CG3457_1,900,+,2187853,2187864,CG3457
14500,chrX,2193062,2193122,CG14053_1,900,-,2193062,2193073,CG14053
14501,chrX,2194533,2194593,Mct1_1,900,+,2194582,2194593,Mct1
14502,chrX,2203816,2203876,CG18031_1,900,-,2203816,2203827,CG18031
14509,chrX,2223737,2223797,CG14052_1,900,+,2223786,2223797,CG14052
14510,chrX,2225204,2225264,pcx_1,900,+,2225253,2225264,pcx
14511,chrX,2241999,2242059,kz_1,900,-,2241999,2242010,kz
14512,chrX,2242090,2242150,K10_1,900,+,2242139,2242150,K10
14513,chrX,2249931,2249991,crn_1,900,-,2249931,2249942,crn
14516,chrX,2254119,2254179,CG3091_1,900,-,2254119,2254130,CG3091
14517,chrX,2259852,2259912,CG3078_1,900,-,2259852,2259863,CG3078
14520,chrX,2262826,2262886,CG3071_1,900,+,2262875,2262886,CG3071
14525,chrX,2275904,2275964,Vml_1,900,+,2275953,2275964,Vml
14526,chrX,2293400,2293460,CG2865_1,900,-,2293400,2293411,CG2865
14528,chrX,2325754,2325814,CG14050_1,900,-,2325754,2325765,CG14050
14529,chrX,2327074,2327134,CG2854_1,900,+,2327123,2327134,CG2854
14533,chrX,2344614,2344674,mRpL14_1,900,-,2344614,2344625,mRpL14
14537,chrX,2387653,2387713,PsGEF_1,900,-,2387653,2387664,PsGEF
14538,chrX,2410888,2410948,CG12496_1,900,-,2410888,2410899,CG12496
14539,chrX,2425811,2425871,CG32797_1,900,-,2425811,2425822,CG32797
14540,chrX,2428952,2429012,gt_1,900,-,2428952,2428963,gt
14541,chrX,2443945,2444005,tko_1,900,-,2443945,2443956,tko
14542,chrX,2447922,2447982,ZEST_1,900,+,2447971,2447982,ZEST
14543,chrX,2470030,2470090,boi_1,900,-,2470030,2470041,boi
14544,chrX,2545414,2545474,trol_1,900,-,2545414,2545425,trol
14547,chrX,2580404,2580464,Vha36-3_1,900,-,2580404,2580415,Vha36-3
14553,chrX,2585934,2585994,wds_1,900,+,2585983,2585994,wds
14559,chrX,2608840,2608900,Bzd_1,900,-,2608840,2608851,Bzd
14560,chrX,2610317,2610377,CG8636_1,900,-,2610317,2610328,CG8636
14561,chrX,2619735,2619795,Tsp3A_1,900,-,2619735,2619746,Tsp3A
14562,chrX,2619798,2619858,Seipin_1,900,+,2619847,2619858,Seipin
14563,chrX,2624623,2624683,brv3_1,900,-,2624623,2624634,brv3
14564,chrX,2624812,2624872,PI4KIIIalpha_1,900,+,2624861,2624872,PI4KIIIalpha
14573,chrX,2681711,2681771,HLH3B_1,900,-,2681711,2681722,HLH3B
14574,chrX,2682918,2682978,CG2652_1,900,-,2682918,2682929,CG2652
14575,chrX,2685530,2685590,per_1,900,+,2685579,2685590,per
14576,chrX,2693875,2693935,CG2650_1,900,-,2693875,2693886,CG2650
14577,chrX,2698216,2698276,CG2658_1,900,-,2698216,2698227,CG2658
14578,chrX,2698663,2698723,CG2662_1,900,+,2698712,2698723,CG2662
14579,chrX,2703729,2703789,Csat_1,900,-,2703729,2703740,Csat
14580,chrX,2704556,2704616,eIF2B-beta_1,900,+,2704605,2704616,eIF2B-beta
14581,chrX,2707406,2707466,CG2680_1,900,-,2707406,2707417,CG2680
14582,chrX,2708718,2708778,CG2681_1,900,+,2708767,2708778,CG2681
14583,chrX,2713932,2713992,CG2685_1,900,-,2713932,2713943,CG2685
14584,chrX,2714031,2714091,CG2694_1,900,+,2714080,2714091,CG2694
14585,chrX,2720276,2720336,CG2701_1,900,-,2720276,2720287,CG2701
14586,chrX,2720374,2720434,fs(1)Yb_1,900,+,2720423,2720434,fs(1)Yb
14587,chrX,2724239,2724299,fs(1)Ya_1,900,+,2724288,2724299,fs(1)Ya
14588,chrX,2726620,2726680,CG2709_1,900,+,2726669,2726680,CG2709
14589,chrX,2727658,2727718,dwg_1,900,+,2727707,2727718,dwg
14590,chrX,2732165,2732225,ttm50_1,900,-,2732165,2732176,ttm50
14591,chrX,2732483,2732543,CG2712_1,900,+,2732532,2732543,CG2712
14592,chrX,2738759,2738819,crm_1,900,-,2738759,2738770,crm
14599,chrX,2796473,2796533,w_1,900,-,2796473,2796484,w
14600,chrX,2809854,2809914,CG12498_1,900,+,2809903,2809914,CG12498
14601,chrX,2872836,2872896,CG14416_1,900,-,2872836,2872847,CG14416
14602,chrX,2876539,2876599,CG14417_1,900,-,2876539,2876550,CG14417
14603,chrX,2883659,2883719,CG14418_1,900,-,2883659,2883670,CG14418
14604,chrX,2885899,2885959,CG14419_1,900,-,2885899,2885910,CG14419
14605,chrX,2892993,2893053,CG3526_1,900,+,2893042,2893053,CG3526
14608,chrX,2927259,2927319,CG14424_1,900,-,2927259,2927270,CG14424
14609,chrX,2929733,2929793,CG32793_1,900,+,2929782,2929793,CG32793
14610,chrX,2935062,2935122,CG3592_1,900,+,2935111,2935122,CG3592
14611,chrX,2937057,2937117,CG3598_1,900,+,2937106,2937117,CG3598
14612,chrX,2941364,2941424,CG14421_1,900,+,2941413,2941424,CG14421
14613,chrX,2943330,2943390,CG14422_1,900,+,2943379,2943390,CG14422
14614,chrX,2945353,2945413,CG14423_1,900,+,2945402,2945413,CG14423
14615,chrX,2947031,2947091,CG17959_1,900,+,2947080,2947091,CG17959
14616,chrX,2947989,2948049,CG3603_1,900,+,2948038,2948049,CG3603
14617,chrX,2973821,2973881,rst_1,900,-,2973821,2973832,rst
14618,chrX,3067488,3067548,CG4116_1,900,-,3067488,3067499,CG4116
14623,chrX,3173100,3173160,CG18508_1,900,-,3173100,3173111,CG18508
14627,chrX,3236671,3236731,CG14265_1,900,-,3236671,3236682,CG14265
14628,chrX,3242075,3242135,ng3_1,900,-,3242075,3242086,ng3
14629,chrX,3244253,3244313,ng4_1,900,-,3244253,3244264,ng4
14630,chrX,3249249,3249309,Pig1_1,900,-,3249249,3249260,Pig1
14631,chrX,3250052,3250112,Sgs4_1,900,+,3250101,3250112,Sgs4
14636,chrX,3316352,3316412,CG10793_1,900,-,3316352,3316363,CG10793
14639,chrX,3373115,3373175,dm_1,900,+,3373164,3373175,dm
14640,chrX,3435784,3435844,CG14269_1,900,-,3435784,3435795,CG14269
14643,chrX,3460256,3460316,CG16782_1,900,-,3460256,3460267,CG16782
14644,chrX,3460486,3460546,CG10801_1,900,+,3460535,3460546,CG10801
14645,chrX,3464043,3464103,CG16781_1,900,-,3464043,3464054,CG16781
14648,chrX,3482338,3482398,CG10804_1,900,-,3482338,3482349,CG10804
14649,chrX,3482918,3482978,CG10802_1,900,+,3482967,3482978,CG10802
14650,chrX,3485351,3485411,CG14270_1,900,-,3485351,3485362,CG14270
14651,chrX,3485609,3485669,CG10803_1,900,+,3485658,3485669,CG10803
14652,chrX,3504822,3504882,Gas8_1,900,-,3504822,3504833,Gas8
14653,chrX,3514315,3514375,CG13021_1,900,+,3514364,3514375,CG13021
14654,chrX,3530651,3530711,CG32791_1,900,-,3530651,3530662,CG32791
14655,chrX,3557735,3557795,ppk8_1,900,+,3557784,3557795,ppk8
14656,chrX,3573584,3573644,CG2875_1,900,-,3573584,3573595,CG2875
14657,chrX,3574488,3574548,AstA-R1_1,900,+,3574537,3574548,AstA-R1
14658,chrX,3667531,3667591,Ilp7_1,900,+,3667580,3667591,Ilp7
14659,chrX,3671474,3671534,Parg_1,900,-,3671474,3671485,Parg
14663,chrX,3719610,3719670,Rala_1,900,-,3719610,3719621,Rala
14672,chrX,3799144,3799204,HIP_1,900,+,3799193,3799204,HIP
14674,chrX,3828135,3828195,CG2901_1,900,+,3828184,3828195,CG2901
14677,chrX,3866707,3866767,yin_1,900,-,3866707,3866718,yin
14678,chrX,3868314,3868374,OPT1_1,900,-,3868314,3868325,OPT1
14681,chrX,3880739,3880799,V0D1_1,900,+,3880788,3880799,V0D1
14682,chrX,3884120,3884180,CG15239_1,900,+,3884169,3884180,CG15239
14685,chrX,3936470,3936530,CG2941_1,900,+,3936519,3936530,CG2941
14686,chrX,3944969,3945029,CG32783_1,900,+,3945018,3945029,CG32783
14687,chrX,3948938,3948998,CG5014_1,900,+,3948987,3948998,CG5014
14688,chrX,3949255,3949315,Vap-33A_1,900,+,3949304,3949315,Vap-33A
14689,chrX,3965316,3965376,lva_1,900,-,3965316,3965327,lva
14690,chrX,3968642,3968702,CG6428_1,900,-,3968642,3968653,CG6428
14691,chrX,3971337,3971397,CG6414_1,900,-,3971337,3971348,CG6414
14692,chrX,4075946,4076006,CG43689_1,900,+,4075995,4076006,CG43689
14693,chrX,4100990,4101050,CG6379_1,900,-,4100990,4101001,CG6379
14694,chrX,4101269,4101329,CG15375_1,900,+,4101318,4101329,CG15375
14695,chrX,4104217,4104277,Xpac_1,900,-,4104217,4104228,Xpac
14696,chrX,4104381,4104441,brn_1,900,+,4104430,4104441,brn
14697,chrX,4106065,4106125,CG4944_1,900,+,4106114,4106125,CG4944
14701,chrX,4113685,4113745,Nsun2_1,900,-,4113685,4113696,Nsun2
14708,chrX,4131178,4131238,GlcAT-I_1,900,+,4131227,4131238,GlcAT-I
14709,chrX,4206079,4206139,Fas2_1,900,-,4206079,4206090,Fas2
14710,chrX,4212924,4212984,CG43288_1,900,+,4212973,4212984,CG43288
14711,chrX,4217383,4217443,CG15571_1,900,-,4217383,4217394,CG15571
14712,chrX,4218134,4218194,CG15570_1,900,+,4218183,4218194,CG15570
14713,chrX,4242815,4242875,Femcoat_1,900,-,4242815,4242826,Femcoat
14716,chrX,4247263,4247323,CG43134_1,900,+,4247312,4247323,CG43134
14717,chrX,4248328,4248388,CG43135_1,900,+,4248377,4248388,CG43135
14718,chrX,4252702,4252762,CG15576_1,900,-,4252702,4252713,CG15576
14719,chrX,4266030,4266090,CG12691_1,900,+,4266079,4266090,CG12691
14720,chrX,4268621,4268681,CG15572_1,900,+,4268670,4268681,CG15572
14721,chrX,4277005,4277065,CG15577_1,900,-,4277005,4277016,CG15577
14722,chrX,4277964,4278024,CG15578_1,900,-,4277964,4277975,CG15578
14723,chrX,4302359,4302419,CG12692_1,900,-,4302359,4302370,CG12692
14724,chrX,4311801,4311861,CG15579_1,900,-,4311801,4311812,CG15579
14725,chrX,4318109,4318169,mei-9_1,900,-,4318109,4318120,mei-9
14726,chrX,4319413,4319473,CG2982_1,900,+,4319462,4319473,CG2982
14727,chrX,4322208,4322268,mRpL33_1,900,-,4322208,4322219,mRpL33
14730,chrX,4329429,4329489,CG12693_1,900,-,4329429,4329440,CG12693
14732,chrX,4366369,4366429,CG3626_1,900,+,4366418,4366429,CG3626
14736,chrX,4530171,4530231,CG3556_1,900,+,4530220,4530231,CG3556
14737,chrX,4540594,4540654,rb_1,900,-,4540594,4540605,rb
14738,chrX,4540862,4540922,CG3564_1,900,+,4540911,4540922,CG3564
14739,chrX,4542583,4542643,CG3568_1,900,+,4542632,4542643,CG3568
14740,chrX,4548746,4548806,Usf_1,900,-,4548746,4548757,Usf
14741,chrX,4549011,4549071,CG15912_1,900,+,4549060,4549071,CG15912
14742,chrX,4551869,4551929,CG11436_1,900,-,4551869,4551880,CG11436
14743,chrX,4551937,4551997,CG3527_1,900,+,4551986,4551997,CG3527
14746,chrX,4558008,4558068,CG3546_1,900,+,4558057,4558068,CG3546
14747,chrX,4571957,4572017,CG12684_1,900,-,4571957,4571968,CG12684
14748,chrX,4617519,4617579,peb_1,900,+,4617568,4617579,peb
14751,chrX,4635989,4636049,CG12179_1,900,-,4635989,4636000,CG12179
14752,chrX,4636282,4636342,pon_1,900,+,4636331,4636342,pon
14753,chrX,4644017,4644077,CG3081_1,900,-,4644017,4644028,CG3081
14754,chrX,4644824,4644884,CG3062_1,900,-,4644824,4644835,CG3062
14755,chrX,4647403,4647463,HLH4C_1,900,-,4647403,4647414,HLH4C
14756,chrX,4647842,4647902,mRpL30_1,900,+,4647891,4647902,mRpL30
14759,chrX,4650007,4650067,Cbp80_1,900,+,4650056,4650067,Cbp80
14760,chrX,4666685,4666745,CG3009_1,900,-,4666685,4666696,CG3009
14763,chrX,4686889,4686949,Pp2C1_1,900,-,4686889,4686900,Pp2C1
14764,chrX,4687790,4687850,ctp_1,900,+,4687839,4687850,ctp
14765,chrX,4688156,4688216,DYL1_1,900,+,4688205,4688216,DYL1
14766,chrX,4702275,4702335,l(1)G0334_1,900,+,4702324,4702335,l(1)G0334
14767,chrX,4702456,4702516,CG7010_1,900,+,4702505,4702516,CG7010
14768,chrX,4707868,4707928,Proc-R_1,900,+,4707917,4707928,Proc-R
14769,chrX,4770108,4770168,CG15472_1,900,-,4770108,4770119,CG15472
14770,chrX,4771520,4771580,Bteb2_1,900,-,4771520,4771531,Bteb2
14771,chrX,4777369,4777429,CG2871_1,900,-,4777369,4777380,CG2871
14772,chrX,4782784,4782844,CG15471_1,900,-,4782784,4782795,CG15471
14773,chrX,4784023,4784083,CG6978_1,900,+,4784072,4784083,CG6978
14774,chrX,4804863,4804923,CG2861_1,900,-,4804863,4804874,CG2861
14775,chrX,4825899,4825959,CG12682_1,900,+,4825948,4825959,CG12682
14776,chrX,4840802,4840862,CG42594_1,900,+,4840851,4840862,CG42594
14777,chrX,4875620,4875680,CG12681_1,900,+,4875669,4875680,CG12681
14778,chrX,4906862,4906922,CG6927_1,900,+,4906911,4906922,CG6927
14781,chrX,4918377,4918437,CG4041_1,900,-,4918377,4918388,CG4041
14790,chrX,4961128,4961188,SIP3_1,900,-,4961128,4961139,SIP3
14791,chrX,4997377,4997437,CG12680_1,900,+,4997426,4997437,CG12680
14796,chrX,5085680,5085740,rg_1,900,+,5085729,5085740,rg
14797,chrX,5131857,5131917,Rpn13R_1,900,+,5131906,5131917,Rpn13R
14798,chrX,5165260,5165320,CG15465_1,900,+,5165309,5165320,CG15465
14799,chrX,5182379,5182439,CG5062_1,900,-,5182379,5182390,CG5062
14800,chrX,5296033,5296093,CG42749_1,900,+,5296082,5296093,CG42749
14801,chrX,5305717,5305777,CG3323_1,900,-,5305717,5305728,CG3323
14802,chrX,5307334,5307394,CG17764_1,900,-,5307334,5307345,CG17764
14803,chrX,5308964,5309024,Cdk7_1,900,-,5308964,5308975,Cdk7
14804,chrX,5309226,5309286,snf_1,900,+,5309275,5309286,snf
14805,chrX,5311890,5311950,TrxT_1,900,-,5311890,5311901,TrxT
14806,chrX,5312309,5312369,THI1_1,900,+,5312358,5312369,THI1
14807,chrX,5313192,5313252,CG4198_1,900,+,5313241,5313252,CG4198
14808,chrX,5317284,5317344,CG15930_1,900,-,5317284,5317295,CG15930
14809,chrX,5317365,5317425,Sas10_1,900,+,5317414,5317425,Sas10
14812,chrX,5323850,5323910,Mcm3_1,900,+,5323899,5323910,Mcm3
14813,chrX,5329315,5329375,CG3309_1,900,-,5329315,5329326,CG3309
14814,chrX,5329827,5329887,XRCC1_1,900,+,5329876,5329887,XRCC1
14815,chrX,5332445,5332505,CanB_1,900,+,5332494,5332505,CanB
14816,chrX,5332697,5332757,CALB_1,900,+,5332746,5332757,CALB
14819,chrX,5410835,5410895,NAAT1_1,900,-,5410835,5410846,NAAT1
14829,chrX,5427469,5427529,CG16756_1,900,+,5427518,5427529,CG16756
14830,chrX,5430505,5430565,CG15784_1,900,+,5430554,5430565,CG15784
14833,chrX,5496038,5496098,frma_1,900,-,5496038,5496049,frma
14834,chrX,5501188,5501248,CG32762_1,900,-,5501188,5501199,CG32762
14835,chrX,5501766,5501826,CG4151_1,900,+,5501815,5501826,CG4151
14836,chrX,5517211,5517271,CG12730_1,900,+,5517260,5517271,CG12730
14837,chrX,5560191,5560251,Vsx2_1,900,-,5560191,5560202,Vsx2
14838,chrX,5594207,5594267,Vsx1_1,900,+,5594256,5594267,Vsx1
14839,chrX,5614416,5614476,CG34435_1,900,-,5614416,5614427,CG34435
14840,chrX,5616382,5616442,CG34434_1,900,-,5616382,5616393,CG34434
14841,chrX,5618765,5618825,RhoGAP5A_1,900,-,5618765,5618776,RhoGAP5A
14842,chrX,5620551,5620611,Mlc-c_1,900,-,5620551,5620562,Mlc-c
14843,chrX,5622577,5622637,l(1)G0045_1,900,+,5622626,5622637,l(1)G0045
14846,chrX,5662868,5662928,CG42265_1,900,-,5662868,5662879,CG42265
14847,chrX,5665912,5665972,Sirt4_1,900,-,5665912,5665923,Sirt4
14848,chrX,5666004,5666064,CG4119_1,900,+,5666053,5666064,CG4119
14849,chrX,5671786,5671846,CG3129_1,900,-,5671786,5671797,CG3129
14854,chrX,5683173,5683233,CG42449_1,900,+,5683222,5683233,CG42449
14855,chrX,5689415,5689475,CG3160_1,900,-,5689415,5689426,CG3160
14858,chrX,5695171,5695231,CG3149_1,900,-,5695171,5695182,CG3149
14859,chrX,5698508,5698568,CG4096_1,900,+,5698557,5698568,CG4096
14864,chrX,5732681,5732741,CG15773_1,900,+,5732730,5732741,CG15773
14868,chrX,5747764,5747824,CG4078_1,900,+,5747813,5747824,CG4078
14871,chrX,5754968,5755028,lin-52_1,900,-,5754968,5754979,lin-52
14877,chrX,5764165,5764225,MKK2_1,900,-,5764165,5764176,MKK2
14878,chrX,5764508,5764568,CG42699_1,900,+,5764557,5764568,CG42699
14879,chrX,5770767,5770827,CG3097_1,900,-,5770767,5770778,CG3097
14880,chrX,5776656,5776716,CG42264_1,900,-,5776656,5776667,CG42264
14881,chrX,5781603,5781663,CG3108_1,900,-,5781603,5781614,CG3108
14882,chrX,5789505,5789565,CG15767_1,900,+,5789554,5789565,CG15767
14883,chrX,5792098,5792158,CG12239_1,900,+,5792147,5792158,CG12239
14884,chrX,5804613,5804673,Cpr5C_1,900,+,5804662,5804673,Cpr5C
14885,chrX,5808928,5808988,Prosbeta2R1_1,900,+,5808977,5808988,Prosbeta2R1
14886,chrX,5812922,5812982,CG44329_1,900,-,5812922,5812933,CG44329
14887,chrX,5815823,5815883,CG15766_1,900,-,5815823,5815834,CG15766
14890,chrX,5845226,5845286,CG12729_1,900,+,5845275,5845286,CG12729
14891,chrX,5853697,5853757,CG43136_1,900,+,5853746,5853757,CG43136
14892,chrX,5865075,5865135,CG43137_1,900,-,5865075,5865086,CG43137
14893,chrX,5869012,5869072,CG15764_1,900,+,5869061,5869072,CG15764
14894,chrX,5873315,5873375,GAA1_1,900,-,5873315,5873326,GAA1
14895,chrX,5876804,5876864,mof_1,900,-,5876804,5876815,mof
14901,chrX,5900817,5900877,ACT1_1,900,+,5900866,5900877,ACT1
14902,chrX,5901936,5901996,Act5C_1,900,+,5901985,5901996,Act5C
14903,chrX,5905831,5905891,CG4020_1,900,+,5905880,5905891,CG4020
14904,chrX,5908132,5908192,CG12236_1,900,+,5908181,5908192,CG12236
14909,chrX,5917114,5917174,CG3726_1,900,+,5917163,5917174,CG3726
14910,chrX,5945534,5945594,CG32756_1,900,+,5945583,5945594,CG32756
14911,chrX,5948111,5948171,CG6041_1,900,+,5948160,5948171,CG6041
14912,chrX,5950221,5950281,CG32755_1,900,+,5950270,5950281,CG32755
14913,chrX,5952504,5952564,CG6048_1,900,+,5952553,5952564,CG6048
14914,chrX,5955581,5955641,CG6067_1,900,+,5955630,5955641,CG6067
14915,chrX,5964185,5964245,fs(1)M3_1,900,-,5964185,5964196,fs(1)M3
14916,chrX,5966231,5966291,Grip_1,900,+,5966280,5966291,Grip
14917,chrX,5988745,5988805,CG5966_1,900,+,5988794,5988805,CG5966
14918,chrX,6000884,6000944,CG4766_1,900,-,6000884,6000895,CG4766
14919,chrX,6013163,6013223,mab-21_1,900,-,6013163,6013174,mab-21
14922,chrX,6037854,6037914,CG5941_1,900,+,6037903,6037914,CG5941
14925,chrX,6050773,6050833,CG5921_1,900,+,6050822,6050833,CG5921
14926,chrX,6066409,6066469,CG43115_1,900,-,6066409,6066420,CG43115
14927,chrX,6067914,6067974,CG5928_1,900,+,6067963,6067974,CG5928
14930,chrX,6077471,6077531,CG4666_1,900,-,6077471,6077482,CG4666
14931,chrX,6081356,6081416,CG4660_1,900,-,6081356,6081367,CG4660
14932,chrX,6090216,6090276,raptor_1,900,-,6090216,6090227,raptor
14934,chrX,6091433,6091493,Mipp2_1,900,-,6091433,6091444,Mipp2
14937,chrX,6192486,6192546,Ca-alpha1T_1,900,-,6192486,6192497,Ca-alpha1T
14938,chrX,6196438,6196498,CG32750_1,900,-,6196438,6196449,CG32750
14939,chrX,6198643,6198703,CG32751_1,900,-,6198643,6198654,CG32751
14940,chrX,6199877,6199937,CG43090_1,900,-,6199877,6199888,CG43090
14941,chrX,6202562,6202622,vanin-like_1,900,-,6202562,6202573,vanin-like
14942,chrX,6219309,6219369,Btd_1,900,-,6219309,6219320,Btd
14947,chrX,6225102,6225162,MLRN_1,900,-,6225102,6225113,MLRN
14950,chrX,6237267,6237327,CG14445_1,900,+,6237316,6237327,CG14445
